"price" "beds" "living" "baths" "sqmt" "epc" "tax" "date" "link" "house" "lat" "lon" "rooms" "commute_time" "commute_time_minutes" "expect" "low" "upp" "diffn" "diff" "over" "low1" "upp1" "low2" "upp2"
750 2 1 2 71 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426699/102-Merkland-Lane/Aberdeen/" "102 Merkland Lane" 57.158320090866 -2.0895023294478 3 1684 28.0666666666667 730.292922359308 652 821 13 "13" "Fairly priced" 563.512461114703 936.487538885297 377.024922229407 1122.97507777059
650 2 1 1 46 "c" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426706/158f-Hutcheon-Street/Aberdeen/" "158f Hutcheon Street" 57.1534852729539 -2.11100395337363 3 1685 28.0833333333333 758.061909202101 609 836 -73 "-73" "Fairly priced" 463.512461114703 836.487538885297 277.024922229407 1022.97507777059
550 1 1 1 44 "c" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426711/Flat-C--62-Holburn-Street/Aberdeen/" "Flat C, 62 Holburn Street" 57.1412993628058 -2.11324967055219 2 3108 51.8 569.243988629649 426 643 15 "15" "Fairly priced" 363.512461114703 736.487538885297 177.024922229407 922.975077770593
750 2 1 1 65 "c" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426719/Flat-M-Torwood--Leslie-Place/Inverurie/" "Flat M Torwood, Leslie Place" 57.2721018820857 -2.37010513987908 3 18745 312.416666666667 760.536157417182 706 882 -44 "-44" "Fairly priced" 563.512461114703 936.487538885297 377.024922229407 1122.97507777059
875 2 1 2 67 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426724/120-Urquhart-Road/Aberdeen/" "120 Urquhart Road" 57.1548904550295 -2.08713668220878 3 2075 34.5833333333333 733.241096400926 656 819 137 "137" "Overpriced" 688.512461114703 1061.4875388853 502.024922229407 1247.97507777059
800 2 1 1 80 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426745/8-Bellfield-View/Aberdeen/" "8 Bellfield View" 57.1509317319054 -2.22064475214832 3 7510 125.166666666667 761.534796483027 642 827 65 "65" "Fairly priced" 613.512461114703 986.487538885297 427.024922229407 1172.97507777059
875 3 1 1 112 "f" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426749/Druidsfield/Alford/" "Druidsfield" 57.2475029353268 -2.69918363558243 4 35612 593.533333333333 874.999999999999 496 1254 0 "0" "Fairly priced" 688.512461114703 1061.4875388853 502.024922229407 1247.97507777059
850 3 1 1 74 "d" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426751/Flat-A--6-Printfield-Walk/Aberdeen/" "Flat A, 6 Printfield Walk" 57.1682294546657 -2.12231065889561 4 1108 18.4666666666667 921.737277165696 789 1012 -51 "-51" "Fairly priced" 663.512461114703 1036.4875388853 477.024922229407 1222.97507777059
1100 3 2 1 98 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426752/35-Fraser-Drive/Westhill/" "35 Fraser Drive" 57.1509913671656 -2.29323864723901 5 10884 181.4 1139.63387640147 1001 1214 -7 "-7" "Fairly priced" 913.512461114703 1286.4875388853 727.024922229407 1472.97507777059
1050 3 1 1 59 "d" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426766/43c-Regent-Walk/Aberdeen/" "43c Regent Walk" 57.1645004526976 -2.094732 4 864 14.4 853.661650307765 743 972 192 "192" "Overpriced" 863.512461114703 1236.4875388853 677.024922229407 1422.97507777059
650 1 1 1 44 "c" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426774/17-Trinity-Court/Westhill/" "17 Trinity Court" 57.1551469092119 -2.28069434110439 2 10520 175.333333333333 624.182654961868 511 692 49 "49" "Fairly priced" 463.512461114703 836.487538885297 277.024922229407 1022.97507777059
525 1 1 1 36 "d" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426805/60-Esslemont-Avenue/Aberdeen/" "60 Esslemont Avenue" 57.1491010906394 -2.11647652760983 2 2428 40.4666666666667 494.666812358674 365 567 59 "59" "Fairly priced" 338.512461114703 711.487538885297 152.024922229407 897.975077770593
1800 4 2 2 195 "b" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426809/22-Sycamore-Grove/Inverurie/" "22 Sycamore Grove" 57.2811963645718 -2.40609343435711 6 21036 350.6 1485.55404970642 1278 1679 321 "321" "Overpriced" 1613.5124611147 1986.4875388853 1427.02492222941 2172.97507777059
495 2 1 1 49 "e" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426811/12-Main-Street/Huntly/" "12 Main Street" 57.2877196445281 -2.87339831779121 3 46113 768.55 565.340620860131 558 826 -197 "-197" "Underpriced" 308.512461114703 681.487538885297 122.024922229407 867.975077770593
575 1 1 1 43 "d" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426814/67-Nether-Blackhall/Inverurie/" "67 Nether Blackhall" 57.2878868188106 -2.40096435276098 2 21308 355.133333333333 421.261156915094 362 566 111 "111" "Overpriced" 388.512461114703 761.487538885297 202.024922229407 947.975077770593
1395 4 2 3 135 "c" "f" 2024-08-05 "https://www.aspc.co.uk/search/property/426836/4-Duffshill-Drive/Aberdeen/" "4 Duffshill Drive" 57.0762840045292 -2.12760367055219 6 10124 168.733333333333 1526.16478252581 1360 1626 -98 "-98" "Fairly priced" 1208.5124611147 1581.4875388853 1022.02492222941 1767.97507777059
650 1 1 1 47 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426847/Flat-4--207-Great-Western-Road/Aberdeen/" "Flat 4, 207 Great Western Road" 57.1367359987382 -2.1207466239256 2 3761 62.6833333333333 564.12103194623 424 655 111 "111" "Fairly priced" 463.512461114703 836.487538885297 277.024922229407 1022.97507777059
600 2 1 1 58 "d" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426869/5A-Loirston-Place/Aberdeen/" "5A Loirston Place" 57.1344469903034 -2.07857506993954 3 4174 69.5666666666667 743.226358055166 617 814 -116 "-116" "Underpriced" 413.512461114703 786.487538885297 227.024922229407 972.975077770593
1295 3 1 2 72 "e" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426884/Flat-1C--16-Bridge-Street/Aberdeen/" "Flat 1C, 16 Bridge Street" 57.1451793565392 -2.10187803496977 4 2589 43.15 1015.18631073466 801 1101 344 "344" "Overpriced" 1108.5124611147 1481.4875388853 922.024922229407 1667.97507777059
895 2 1 1 90 "c" "e" 2024-08-05 "https://www.aspc.co.uk/search/property/426897/9-Corunna-Place/Aberdeen/" "9 Corunna Place" 57.1810377245925 -2.08481470552196 3 2034 33.9 947.617853018591 874 1097 -90 "-90" "Fairly priced" 708.512461114703 1081.4875388853 522.024922229407 1267.97507777059
750 2 1 1 60 "c" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426907/Flat-D--21-Seaton-Road/Aberdeen/" "Flat D, 21 Seaton Road" 57.1690855453215 -2.0923429883434 3 929 15.4833333333333 789.968086205975 700 871 -36 "-36" "Fairly priced" 563.512461114703 936.487538885297 377.024922229407 1122.97507777059
650 3 1 1 72 "c" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426913/69-Queen-Street/Peterhead/" "69 Queen Street" 57.5077616209488 -1.782893 4 38027 633.783333333333 749.544490678602 776 1035 -255 "-255" "Underpriced" 463.512461114703 836.487538885297 277.024922229407 1022.97507777059
750 2 1 1 57 "d" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426935/Flat-6-Bonnymuir-Court--Bonnymuir-Place/Aberdeen/" "Flat 6, Bonnymuir Court, Bonnymuir Place" 57.1518160915991 -2.12995638773075 3 2590 43.1666666666667 674.245036648103 568 771 81 "81" "Fairly priced" 563.512461114703 936.487538885297 377.024922229407 1122.97507777059
650 2 1 1 60 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426953/21-Station-Court/Banchory/" "21 Station Court" 57.0518017118456 -2.48871398834341 3 24661 411.016666666667 629.299614703906 620 829 -75 "-75" "Fairly priced" 463.512461114703 836.487538885297 277.024922229407 1022.97507777059
725 2 1 1 58 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426981/35-Esslemont-Drive/Inverurie/" "35 Esslemont Drive" 57.2797814563123 -2.3875439883434 3 20108 335.133333333333 684.643898137523 619 831 0 "0" "Fairly priced" 538.512461114703 911.487538885297 352.024922229407 1097.97507777059
3200 5 4 2 167 "c" "g" 2024-08-05 "https://www.aspc.co.uk/search/property/426985/49-Woodlands-Avenue/Aberdeen/" "49 Woodlands Avenue" 57.1234684500477 -2.16658102331318 9 6732 112.2 2491.59772583241 2099 2572 864 "864" "Overpriced" 3013.5124611147 3386.4875388853 2827.02492222941 3572.97507777059
850 2 1 2 77 "b" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426992/63-McIntosh-Crescent/Aberdeen/" "63 McIntosh Crescent" 57.2128078963834 -2.18987897668681 3 7346 122.433333333333 881.294347607078 785 1004 -45 "-45" "Fairly priced" 663.512461114703 1036.4875388853 477.024922229407 1222.97507777059
820 2 1 2 62 "b" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/427001/8-Birchlee--Blackhall-Road/Inverurie/" "8 Birchlee, Blackhall Road" 57.2840372818759 -2.39167494171704 3 20607 343.45 923.400378430463 811 1097 -134 "-134" "Fairly priced" 633.512461114703 1006.4875388853 447.024922229407 1192.97507777059
700 2 1 1 65 "c" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/427012/42-Prunier-Drive/Peterhead/" "42 Prunier Drive" 57.5114818008706 -1.80968502331318 3 38211 636.85 601.130119847612 700 870 -85 "-85" "Fairly priced" 513.512461114703 886.487538885297 327.024922229407 1072.97507777059
595 1 1 1 34 "e" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/427019/5F-Allan-Street/Aberdeen/" "5F Allan Street" 57.1356579986799 -2.117455 2 3787 63.1166666666667 620.709150466331 435 712 21 "21" "Fairly priced" 408.512461114703 781.487538885297 222.024922229407 967.975077770593
795 2 1 1 60 "c" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/427021/9-Trinity-Court/Westhill/" "9 Trinity Court" 57.1551469092119 -2.28066617791212 3 10518 175.3 832.639080838882 706 884 0 "0" "Fairly priced" 608.512461114703 981.487538885297 422.024922229407 1167.97507777059
1250 2 1 2 90 "c" "e" 2024-08-05 "https://www.aspc.co.uk/search/property/427036/28-Queens-Highlands/Aberdeen/" "28 Queens Highlands" 57.1393928180801 -2.14314501165659 3 4364 72.7333333333333 992.039130351308 874 1097 265 "265" "Overpriced" 1063.5124611147 1436.4875388853 877.024922229407 1622.97507777059
900 2 1 1 70 "c" "e" 2024-08-06 "https://www.aspc.co.uk/search/property/427062/3c-St-Devenicks-Crescent/Aberdeen/" "3c St. Devenicks Crescent" 57.1179680898743 -2.17394335276098 3 7042 117.366666666667 1007.28683482821 883 1097 -90 "-90" "Fairly priced" 713.512461114703 1086.4875388853 527.024922229407 1272.97507777059
750 2 1 1 58 "b" "d" 2024-08-09 "https://www.aspc.co.uk/search/property/427129/49-Charleston-Road-North/Aberdeen/" "49 Charleston Road North" 57.1053019045148 -2.09543328282144 3 6806 113.433333333333 932.544328032062 787 1012 -149 "-149" "Underpriced" 563.512461114703 936.487538885297 377.024922229407 1122.97507777059
1600 2 1 2 91 "b" "e" 2024-08-09 "https://www.aspc.co.uk/search/property/427153/16-Queens-Highlands/Aberdeen/" "16 Queens Highlands" 57.1393942734388 -2.1431497055219 3 4364 72.7333333333333 1162.19673130947 1004 1286 455 "455" "Overpriced" 1413.5124611147 1786.4875388853 1227.02492222941 1972.97507777059
525 1 1 1 35 "e" "a" 2024-08-09 "https://www.aspc.co.uk/search/property/427166/44-Esslemont-Avenue/Aberdeen/" "44 Esslemont Avenue" 57.1485959981388 -2.11566228282144 2 2479 41.3166666666667 562.927189776688 375 639 18 "18" "Fairly priced" 338.512461114703 711.487538885297 152.024922229407 897.975077770593
875 3 2 1 101 "d" "e" 2024-08-09 "https://www.aspc.co.uk/search/property/427181/36-Malcolm-Road/Aberdeen/" "36 Malcolm Road" 57.1775498182677 -2.17405 5 3959 65.9833333333333 1298.78602675861 1153 1426 -414 "-414" "Underpriced" 688.512461114703 1061.4875388853 502.024922229407 1247.97507777059
825 2 1 1 78 "c" "c" 2024-08-09 "https://www.aspc.co.uk/search/property/427188/47-Ramsay-Road/Stonehaven/" "47 Ramsay Road" 56.9656280231111 -2.225224 3 21748 362.466666666667 809.747474970066 700 881 34 "34" "Fairly priced" 638.512461114703 1011.4875388853 452.024922229407 1197.97507777059
1250 3 1 2 92 "d" "c" 2024-08-09 "https://www.aspc.co.uk/search/property/427195/17-Edgehill-Gardens/Aberdeen/" "17 Edgehill Gardens" 57.2338465523492 -2.09994264723901 4 7119 118.65 864.590113978412 801 1010 345 "345" "Overpriced" 1063.5124611147 1436.4875388853 877.024922229407 1622.97507777059
825 2 1 1 60 "d" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427225/67-Candlemakers-Lane-Loch-Street/Aberdeen/" "67 Candlemakers Lane, Loch Street" 57.1511210906891 -2.09950068220878 3 2064 34.4 666.98957561826 568 770 156 "156" "Overpriced" 638.512461114703 1011.4875388853 452.024922229407 1197.97507777059
500 2 1 1 55 "c" "b" 2024-08-15 "https://www.aspc.co.uk/search/property/427239/31D-Gordon-Street/Huntly/" "31D Gordon Street" 57.4465981183249 -2.78779395337363 3 47827 797.116666666667 645.470450577339 700 874 -287 "-287" "Underpriced" 313.512461114703 686.487538885297 127.024922229407 872.975077770593
1495 4 2 2 137 "d" "g" 2024-08-15 "https://www.aspc.co.uk/search/property/427241/8-Craigendarroch-Walk/Ballater/" "8 Craigendarroch Walk" 57.0522217701992 -3.04504108159613 6 53855 897.583333333333 1503.41275104381 1497 1917 -212 "-212" "Underpriced" 1308.5124611147 1681.4875388853 1122.02492222941 1867.97507777059
1200 2 1 2 86 "c" "f" 2024-08-15 "https://www.aspc.co.uk/search/property/427250/36-Dempsey-Court-Queens-Lane-North/Aberdeen/" "36 Dempsey Court, Queens Lane North" 57.143748183664 -2.12855324785167 3 3395 56.5833333333333 919.820020664091 794 1085 261 "261" "Overpriced" 1013.5124611147 1386.4875388853 827.024922229407 1572.97507777059
850 2 1 1 69 "c" "c" 2024-08-15 "https://www.aspc.co.uk/search/property/427251/16-Ladeside-Gardens/Inverurie/" "16 Ladeside Gardens" 57.2702020059598 -2.3685379883434 3 18691 311.516666666667 761.127597279544 705 881 57 "57" "Fairly priced" 663.512461114703 1036.4875388853 477.024922229407 1222.97507777059
550 2 1 1 66 "e" "a" 2024-08-15 "https://www.aspc.co.uk/search/property/427269/58-Slains-Court/Peterhead/" "58 Slains Court" 57.4997281360834 -1.80172001165659 3 37121 618.683333333333 554.398103129733 556 820 -138 "-138" "Underpriced" 363.512461114703 736.487538885297 177.024922229407 922.975077770593
850 3 1 1 65 "c" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427282/12-Dinnie-Place/Inverurie/" "12 Dinnie Place" 57.2389606328713 -2.35055767055213 4 15501 258.35 897.913388056443 836 1017 -77 "-77" "Fairly priced" 663.512461114703 1036.4875388853 477.024922229407 1222.97507777059
695 2 1 1 66 "d" "b" 2024-08-15 "https://www.aspc.co.uk/search/property/427291/45-Fetteresso-Terrace/Stonehaven/" "45 Fetteresso Terrace" 56.9667051827678 -2.2207113411044 3 21496 358.266666666667 729.22514730792 617 811 -19 "-19" "Fairly priced" 508.512461114703 881.487538885297 322.024922229407 1067.97507777059
595 2 1 1 50 "c" "b" 2024-08-15 "https://www.aspc.co.uk/search/property/427293/2d-Station-Brae/Ellon/" "2d Station Brae" 57.3673419887774 -2.086102 3 20407 340.116666666667 645.32369665579 698 878 -193 "-193" "Underpriced" 408.512461114703 781.487538885297 222.024922229407 967.975077770593
625 2 1 1 52 "c" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427307/2-Station-Court/Banchory/" "2 Station Court" 57.0511641234961 -2.50092065889554 3 25285 421.416666666667 616.940834823751 662 820 -116 "-116" "Underpriced" 438.512461114703 811.487538885297 252.024922229407 997.975077770593
850 2 1 2 74 "b" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427317/59-Mary-Elmslie-Court/Aberdeen/" "59 Mary Elmslie Court" 57.1558756365493 -2.09242601165659 3 1762 29.3666666666667 902.402514218845 787 1004 -45 "-45" "Fairly priced" 663.512461114703 1036.4875388853 477.024922229407 1222.97507777059
